X,Y,name,type,group,county,note,website,address,point_x,point_y,source,link_id,cms_link,filename
-122.460885158107274,37.990974886540627,Corny's Corner,Meeting Place,Crissy Field,San Francisco,,,,   -122.46088515800,     37.80466958250,"Michael Norelli, 4/16/2012, NPS Maintenance Staff",0,600,CornysCo600.html
-122.489227822310568,37.822435559176327,Salada Beach Cafe,Meeting Place,Milagra Ridge,San Mateo,,,,   -122.48922782200,     37.63640890390,"Mike Hsu, 4/16/2012, business adress",0,601,SaladaBe601.html
-122.320190000368115,37.621672339088704,"Phleger Estate meeting location, Kings Mountain Fire Brigade",Meeting Place,Phleger Estate,San Mateo,,,,   -122.32019000000,     37.43598600030,Park Stewardship Restoration Sites and Meeting Locations,177,1,PhlegerE1.html
-122.291171752174435,37.621723603071196,Huddart County Park Entrance,Trailhead,Phleger Estate,San Mateo,,,,   -122.29117175200,     37.43603717620,"Mike Hsu, 2/13/2012, County of San Mateo map",0,2,HuddartC2.html
-122.291663999693711,37.62581445254493,Huddart Park meeting location,Meeting Place,Phleger Estate,San Mateo,,,,   -122.29166400000,     37.44012100030,Park Stewardship Restoration Sites and Meeting Locations,176,3,HuddartP3.html
-122.291630286808171,37.627460299759399,Restroom,Restroom,Phleger Estate,San Mateo,,,,   -122.29163028700,     37.44176402210,"Mike Hsu, 2/14/2012",0,4,Restroom4.html
-122.311037444322452,37.63201227367459,Phleger Estate,Park,Phleger Estate,San Mateo,,http://www.parksconservancy.org/visit/park-sites/phleger-estate.html,"Skyline Blvd., Woodside, CA 94062",   -122.31103744400,     37.44630818490,"Harvested from the GGNPC website, 10/14/2011",9999,5,PhlegerE5.html
-122.288406166011569,37.633665274167463,Gullies Trail,Trailhead,Phleger Estate,San Mateo,,,,   -122.28840616600,     37.44795835000,from Trails_pts_100ft_20111121,0,6,GulliesT6.html
-122.497787088303355,37.683401421180434,Pillar Point,Site of Interest,Rancho Corral de Tierra,San Mateo,,,,   -122.49778708800,     37.49760947410,"M. Norelli, 2/16/2012",0,7,PillarPo7.html
-122.498588173805018,37.689809913082023,Pillar Point BLuff,Site of Interest,Rancho Corral de Tierra,San Mateo,,,,   -122.49858817400,     37.50400705150,"M. Norelli, 2/16/2012",0,8,PillarPo8.html
-122.497539624553838,37.700300561289247,Half Moon Bay Airport,Site of Interest,Rancho Corral de Tierra,San Mateo,,,,   -122.49753962500,     37.51447985280,"M. Norelli, 2/16/2012",0,9,HalfMoon9.html
-122.495082322391099,37.703052249069074,Cabrillo Farms,Site of Interest,Rancho Corral de Tierra,San Mateo,,,,   -122.49508232200,     37.51722686340,"M. Norelli, 2/16/2012",0,10,Cabrillo10.html
-122.517008373937159,37.710289058082694,J.W. Fitzgerlad Marine Reserve,Building,Rancho Corral de Tierra,San Mateo,,,,   -122.51700837400,     37.52445138000,"M. Norelli, 2/16/2012",0,11,JWFitzge11.html
-122.503459742872707,37.710631369925132,Moss Beach Ranch,Site of Interest,Rancho Corral de Tierra,San Mateo,,http://mossbeachranch.com/,,   -122.50345974300,     37.52479311070,"Updated Sara Solomon, 4/17/2013",0,12,MossBeac12.html
-122.497061451424671,37.714676299058347,Ember Ridge Equestrian Center,Site of Interest,Rancho Corral de Tierra,San Mateo,,http://halfmoonbay-feedandfuel.com/erhome.html,,   -122.49706145100,     37.52883117460,"Updated Sara Solomon, 4/17/2013",0,13,EmberRid13.html
-122.499241415258922,37.720097975858906,Renegade Ranch,Site of Interest,Rancho Corral de Tierra,San Mateo,,,"1425 Sunshine Valley Rd Montara, CA 94037 (650) 728-9448",   -122.49924141500,     37.53424365530,"Updated Sara Solomon, 4/17/2013",0,14,Renegade14.html
-122.479245644270975,37.721396506065965,Rancho Corral de Tierra,Park,Rancho Corral de Tierra,San Mateo,,http://www.parksconservancy.org/visit/park-sites/rancho-corral-de-tierra.html,,   -122.47924564400,     37.53553998400,"Harvested from the GGNPC website, 10/14/2011",9999,15,RanchoCo15.html
-122.519295068412504,37.72235292767509,Montara Lighthouse,Site of Interest,Rancho Corral de Tierra,San Mateo,,,,   -122.51929506800,     37.53649478430,"M. Norelli, 2/16/2012",0,16,MontaraL16.html
-122.508367376553053,37.729297111552711,Farallone View Elementary School,Building,Rancho Corral de Tierra,San Mateo,,,,   -122.50836737700,     37.54342720290,"M. Norelli, 2/16/2012",0,17,Farallon17.html
-122.509754190503301,37.737070069232054,Ocean View Farms,Site of Interest,Rancho Corral de Tierra,San Mateo,,http://halfmoonbay-feedandfuel.com/ovhome.html,,   -122.50975419100,     37.55118700410,"Updated Sara Solomon, 4/17/2013",0,18,OceanVie18.html
-122.514073491298461,37.738804684848482,Montara State Beach,Beach,Rancho Corral de Tierra,San Mateo,,,,   -122.51407349100,     37.55291868550,"M. Norelli, 2/16/2012",0,19,MontaraS19.html
-122.512489300440777,37.739732668398524,Trailhead,Trailhead,Rancho Corral de Tierra,San Mateo,,,,   -122.51248930000,     37.55384509970,from Trails_pts_100ft_20111121,0,20,Trailhea20.html
-122.514680253990377,37.751031983140045,Gray Whale Cove State Beach,Beach,Rancho Corral de Tierra,San Mateo,,,,   -122.51468025400,     37.56512532040,"M. Norelli, 2/16/2012",0,21,GrayWhal21.html
-122.444309300333771,37.780523804673066,Sweeney Ridge Trail,Trailhead,Sweeney Ridge,San Mateo,,,,   -122.44430930000,     37.59456744150,from Trails_pts_100ft_20111121,0,22,SweeneyR22.html
-122.478994186632249,37.785328671955419,Baquiano Trail,Trailhead,Sweeney Ridge,San Mateo,,,,   -122.47899418700,     37.59936423020,from Trails_pts_100ft_20111121,0,23,Baquiano23.html
-122.458408030506078,37.791797777161335,Sneath Lane Road,Trailhead,Sweeney Ridge,San Mateo,,,,   -122.45840803100,     37.60582246680,from Trails_pts_100ft_20111121,0,24,SneathLa24.html
-122.458749553448982,37.797699377446627,Sweeney Ridge,Park,Sweeney Ridge,San Mateo,,http://www.parksconservancy.org/visit/park-sites/sweeney-ridge.html,"Sweeney Ridge, San Bruno, CA 94044",   -122.45874955300,     37.61171416030,"Harvested from the GGNPC website, 10/14/2011",9999,25,SweeneyR25.html
-122.459078223281224,37.799701793262074,"Parking Lot, Sweeney Ridge",Parking Lot,Sweeney Ridge,San Mateo,,,,   -122.45907822300,     37.61371321650,from O:\gis_projects\_Parkwide\park_locations_2011\NAD83_UTM10\GGNRAParking_pts_201111.shp,0,26,ParkingL26.html
-122.483550465081677,37.803051741270401,"Parking Lot, Shelldance Road",Parking Lot,Sweeney Ridge,San Mateo,,,,   -122.48355046500,     37.61705754610,from O:\gis_projects\_Parkwide\park_locations_2011\NAD83_UTM10\GGNRAParking_pts_201111.shp,0,27,ParkingL27.html
-122.483147174002767,37.803372908783125,Mori Ridge Trail,Trailhead,Sweeney Ridge,San Mateo,,,,   -122.48314717400,     37.61737817510,from Trails_pts_100ft_20111121,0,28,MoriRidg28.html
-122.492752000004714,37.80512266744411,MORI POINT,Restoration Site,Mori Point,San Mateo,,,,   -122.49275200000,     37.61912500020,Park Stewardship Restoration Sites and Meeting Locations,160,29,MORIPOIN29.html
-122.453952695560304,37.805193619684665,Sneath Lane,Trailhead,Sweeney Ridge,San Mateo,,,,   -122.45395269600,     37.61919583350,from Trails_pts_100ft_20111121,0,30,SneathLa30.html
-122.48642699970604,37.805237860450468,Mori Point Gate,Meeting Place,Mori Point,San Mateo,,,,   -122.48642700000,     37.61924000010,Park Stewardship Restoration Sites and Meeting Locations,142,31,MoriPoin31.html
-122.486554633289472,37.805248358747839,Old Mori Road,Trailhead,Mori Point,San Mateo,,,,   -122.48655463300,     37.61925048080,from Trails_pts_100ft_20111121,0,32,OldMoriR32.html
-122.486875143572874,37.805290982519509,Portable Restroom,Restroom,Mori Point,San Mateo,,,,   -122.48687514400,     37.61929303310,"Ally Gregg-Zellars, 1/3/12",0,33,Portable33.html
-122.454201000175928,37.805486276607866,Sweeny Ridge- Sneath Ln meeting location,Meeting Place,Sweeney Ridge,San Mateo,,,,   -122.45420100000,     37.61948799990,Park Stewardship Restoration Sites and Meeting Locations,173,34,SweenyRi34.html
-122.496541334814623,37.805601503836336,Headlands Trailhead,Trailhead,Mori Point,San Mateo,,,,   -122.49654133500,     37.61960303400,"Monica Stafford, 2/15/2012",0,35,Headland35.html
-122.497777999754774,37.805999136482683,Mori Point,Park,Mori Point,San Mateo,,http://www.parksconservancy.org/visit/park-sites/mori-point.html,"Pacifica, CA 94044",   -122.49777800000,     37.62000000010,"Harvested from the GGNPC website, 10/14/2011",9999,36,MoriPoin36.html
-122.465024391362419,37.814369978828452,Sweeney Ridge Trail,Trailhead,Sweeney Ridge,San Mateo,,,,   -122.46502439100,     37.62835681980,from Trails_pts_100ft_20111121,0,37,SweeneyR37.html
-122.463619798714632,37.814374876642447,Sweeney Ridge Trail,Trailhead,Sweeney Ridge,San Mateo,,,,   -122.46361979900,     37.62836170940,from Trails_pts_100ft_20111121,0,38,SweeneyR38.html
-122.465279000225451,37.814606554860241,Skyline College meeting location,Meeting Place,Sweeney Ridge,San Mateo,,,,   -122.46527900000,     37.62859299980,Park Stewardship Restoration Sites and Meeting Locations,174,39,SkylineC39.html
-122.47664163945295,37.825640632901205,Milagra Ridge,Park,Milagra Ridge,San Mateo,,http://www.parksconservancy.org/visit/park-sites/milagra-ridge.html,"600 Sharp Park Road, Pacifica, CA 94044",   -122.47664163900,     37.63960861860,"Harvested from the GGNPC website, 10/14/2011",9999,40,MilagraR40.html
-122.474312000398314,37.82147304568921,Milagra Ridge gate,Meeting Place,Milagra Ridge,San Mateo,,,,   -122.47431200000,     37.63544800020,Park Stewardship Restoration Sites and Meeting Locations,143,41,MilagraR41.html
-122.474373471758142,37.821581933367938,Milagra Ridge Trail,Trailhead,Milagra Ridge,San Mateo,,,,   -122.47437347200,     37.63555670580,from Trails_pts_100ft_20111121,0,42,MilagraR42.html
-122.47659473605809,37.823971291847457,Trailhead,Trailhead,Milagra Ridge,San Mateo,,,,   -122.47659473600,     37.63794206850,from Trails_pts_100ft_20111121,0,43,Trailhea43.html
-122.476765571273916,37.824178838174326,Portable Restroom,Restroom,Milagra Ridge,San Mateo,,,,   -122.47676557100,     37.63814926780,"Ally Gregg-Zellars, 1/3/12",0,44,Portable44.html
-122.486993409817856,37.825010653882657,Oceana High School,Building,Milagra Ridge,San Mateo,,,,   -122.48699341000,     37.63897969280,"Mike Hsu, 2/14/2012",0,45,OceanaHi45.html
-122.477904999715761,37.825022981714845,MILAGRA RIDGE,Restoration Site,Milagra Ridge,San Mateo,,,,   -122.47790500000,     37.63899200000,Park Stewardship Restoration Sites and Meeting Locations,156,46,MILAGRAR46.html
-122.486420000282635,37.825703118562721,Oceana Native Plant Nursery,Building,Milagra Ridge,San Mateo,,,,   -122.48642000000,     37.63967099980,Oceana Native Plant Nursery,50,47,OceanaNa47.html
-122.488555999859372,37.825951533567277,Oceana High School and Nursery Parking Lot,Meeting Place,Milagra Ridge,San Mateo,,,,   -122.48855600000,     37.63991899960,Park Stewardship Restoration Sites and Meeting Locations,158,48,OceanaHi48.html
-122.481727896325168,37.826630058691208,"Parking Lot, Milagra Ridge",Parking Lot,Milagra Ridge,San Mateo,,,,   -122.48172789600,     37.64059639050,from O:\gis_projects\_Parkwide\park_locations_2011\NAD83_UTM10\GGNRAParking_pts_201111.shp,0,49,ParkingL49.html
-122.488898849302274,37.829158765202266,Milagra Battery Trail,Trailhead,Milagra Ridge,San Mateo,,,,   -122.48889884900,     37.64312087110,from Trails_pts_100ft_20111121,0,50,MilagraB50.html
-122.495883224431097,37.884162692582528,"Parking Lot, John Daly Overlook",Parking Lot,Fort Funston,San Mateo,,,,   -122.49588322400,     37.69803323600,from O:\gis_projects\_Parkwide\park_locations_2011\NAD83_UTM10\GGNRAParking_pts_201111.shp,0,51,ParkingL51.html
-122.499247854404857,37.898611728416505,Fort Funston Native Plant Nursery and Volunteer Program,Building,Fort Funston,San Francisco,,,,   -122.49924785400,     37.71245833290,"Ally Gregg-Zellars, 1/3/12",0,52,FortFuns52.html
-122.499710130218205,37.899113467732512,Volunteer Parking,Parking Lot,Fort Funston,San Francisco,,,,   -122.49971013000,     37.71295924180,Fort Funston Nursery,53,53,Voluntee53.html
-122.500232979867988,37.899452573340426,South Fort Funston Parking Lot,Parking Lot,Fort Funston,San Francisco,,,,   -122.50023298000,     37.71329778620,from O:\gis_projects\_Parkwide\park_locations_2011\NAD83_UTM10\GGNRAParking_pts_201111.shp,0,54,SouthFor54.html
-122.500453493633657,37.899637438150982,Chip Trail,Trailhead,Fort Funston,San Francisco,,,,   -122.50045349400,     37.71348234500,from Trails_pts_100ft_20111121,0,55,ChipTrai55.html
-122.501735999716402,37.900055785513082,Fort Funston,Park,Fort Funston,San Francisco,,http://www.parksconservancy.org/visit/park-sites/fort-funston.html,"Skyline Blvd., San Francisco, CA 94101",   -122.50173600000,     37.71390000010,"Harvested from the GGNPC website, 10/14/2011",9999,56,FortFuns56.html
-122.502730859441414,37.900811579942662,Coastal Trail,Trailhead,Fort Funston,San Francisco,,,,   -122.50273085900,     37.71465454390,"Monica Stafford, 2/15/2012",0,57,CoastalT57.html
-122.501605758099089,37.901135786881937,Fort Funston Main Parking Lot,Parking Lot,Fort Funston,San Francisco,,,,   -122.50160575800,     37.71497821440,All Maria and Galena sites,96,58,FortFuns58.html
